 Masse A  
t x y 
1090.000 198.1 94.58
1091.000 198.1 94.60
1092.000 198.1 94.63
1093.000 198.1 94.54
1094.000 198.1 94.59
1095.000 198.1 94.54
1096.000 198.2 94.60
1097.000 198.2 94.57
1098.000 198.2 94.56
1099.000 198.2 94.58
1100.000 198.3 94.57
1101.000 198.3 94.59
1102.000 198.3 94.57
1103.000 198.3 94.53
1104.000 198.4 94.60
1105.000 198.4 94.54
1106.000 198.4 94.51
1107.000 198.5 94.58
1108.000 198.5 94.59
1109.000 198.5 94.61
1110.000 198.6 94.63
1111.000 198.6 94.71
1112.000 198.6 94.68
1113.000 198.8 94.60
1114.000 199.2 94.63
1115.000 199.3 94.61
1116.000 199.5 94.69
1117.000 199.5 94.68
1118.000 199.5 94.65
1119.000 199.5 94.66
1120.000 199.6 94.68
1121.000 199.8 94.62
1122.000 200.1 94.67
1123.000 200.1 94.66
1124.000 200.2 94.70
1125.000 200.2 94.69
1126.000 200.5 94.67
1127.000 200.4 94.69
1128.000 200.4 94.66
1129.000 200.5 94.68
1130.000 200.5 94.65
1131.000 200.6 94.65
1132.000 200.8 94.63
1133.000 201.2 94.63
1134.000 201.3 94.69
1135.000 201.4 94.69
1136.000 201.5 94.73
1137.000 201.6 94.71
1138.000 201.9 94.60
1139.000 202.1 94.77
1140.000 202.3 94.82
1141.000 202.3 94.66
1142.000 202.4 94.78
1143.000 202.5 94.67
1144.000 202.7 94.79
1145.000 202.7 94.78
1146.000 202.9 94.72
